gene,gene_index,PC,loading,abs_loading
CENPF,2814,PC7,0.007935786475160623,0.007935786475160623
KIF22,25167,PC7,0.007928351723119093,0.007928351723119093
RGS3,16422,PC7,-0.007900872587990024,0.007900872587990024
PRR11,27427,PC7,-0.007885831569827109,0.007885831569827109
GREM2,3079,PC7,0.007798277546870384,0.007798277546870384
ETFB,31072,PC7,-0.007783682478997994,0.007783682478997994
MYL7,12219,PC7,0.007738275523995188,0.007738275523995188
CREB5,12086,PC7,0.007713095732771532,0.007713095732771532
RACGAP1,20667,PC7,0.007690639407884115,0.007690639407884115
IER3,10569,PC7,0.007671097630585383,0.007671097630585383
PSRC1,1495,PC7,0.007627048518366903,0.007627048518366903
TAC1,12564,PC7,0.0076169423795092095,0.0076169423795092095
ID4,10355,PC7,0.007573173599128384,0.007573173599128384
BBS9,12133,PC7,0.0075624507978173765,0.0075624507978173765
BIRC5,27747,PC7,-0.007526800860798016,0.007526800860798016
KIF2C,906,PC7,0.007470796985548159,0.007470796985548159
H1F0,31966,PC7,-0.007460085185632055,0.007460085185632055
GGH,14884,PC7,0.007407906930304185,0.007407906930304185
ROBO2,6128,PC7,0.007340257983817113,0.007340257983817113
GPX2,22941,PC7,0.007288125285358506,0.007288125285358506
TFPI2,12532,PC7,0.007233010883346565,0.007233010883346565
COL1A2,12539,PC7,-0.007208092622903429,0.007208092622903429
NCKAP5,4471,PC7,-0.007162293273683444,0.007162293273683444
PSTPIP1,24214,PC7,0.0071539874701621025,0.0071539874701621025
MYLK,6391,PC7,-0.007107526003603288,0.007107526003603288
NSG2,10010,PC7,0.007065792979475439,0.007065792979475439
CXCL3,7698,PC7,-0.007062715761217518,0.007062715761217518
NPB,27852,PC7,-0.007033617358855236,0.007033617358855236
MCM7,12611,PC7,0.00696183689641815,0.00696183689641815
HIST1H1C,10415,PC7,-0.006955884685071429,0.006955884685071429
CRYAB,19703,PC7,0.006932661911467758,0.006932661911467758
NGF,1618,PC7,0.006906360449298618,0.006906360449298618
MFAP4,26544,PC7,-0.006896966880275706,0.006896966880275706
NPFFR2,7678,PC7,-0.00683579700251608,0.00683579700251608
OLIG3,11494,PC7,0.006831938956240185,0.006831938956240185
NNAT,28998,PC7,-0.006823654317612249,0.006823654317612249
CDH6,8719,PC7,-0.006790429977742748,0.006790429977742748
EDN3,29273,PC7,-0.006784359227313207,0.006784359227313207
ZNF385D,5586,PC7,0.006768220949171029,0.006768220949171029
GAS2L3,21289,PC7,0.0067408134764999445,0.0067408134764999445
ONECUT1,23901,PC7,0.006739852650626827,0.006739852650626827
NPTX2,12574,PC7,-0.006733664522511157,0.006733664522511157
GPSM2,1484,PC7,-0.006633317953660371,0.006633317953660371
CCNA2,8036,PC7,0.006608203655999779,0.006608203655999779
CALCB,18489,PC7,0.0065633385007742955,0.0065633385007742955
ISG15,42,PC7,0.006498171981514753,0.006498171981514753
PLD3,30598,PC7,0.006495073518983835,0.006495073518983835
RP4-792G4.2,1150,PC7,-0.006481743004941683,0.006481743004941683
MDGA1,10798,PC7,0.00647009644233092,0.00647009644233092
LGALS3,22826,PC7,-0.006466367667959787,0.006466367667959787
SGOL2,4916,PC7,0.006439369571949954,0.006439369571949954
ZNF296,30767,PC7,0.006407693886128406,0.006407693886128406
