model,k,param_str,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std,scheme,pool_correction,tuning,n_outer_folds,selection_distribution
logistic_l1,10,C=0.01,0.4993551587301587,0.009117333963589477,0.6946887276523445,0.005181660885788934,0.49970238095238095,0.009664348315839323,0.4208333333333333,0.19977804041510358,0.5785714285714285,0.20110866813013645,0.4922992254186174,0.2029862686860049,0.2521378372664518,0.0022006256128587354,plain,False,flat,,
logistic_l1,10,C=0.1,0.9657738095238095,0.0032547982283448094,0.9828813907012586,0.0021705755085153155,0.905877976190476,0.010148971957147866,0.9427083333333334,0.005490065382236741,0.869047619047619,0.020234204419018974,0.9427176071299759,0.0047855095724444515,0.0795906799638918,0.002093293946188452,plain,False,flat,,
logistic_l1,10,C=1.0,0.9605654761904763,0.005367950754215572,0.9777610097158995,0.004706421226279108,0.9178571428571429,0.014312901268826197,0.9333333333333333,0.00537914353639915,0.9023809523809524,0.028505214279473005,0.9446760259680925,0.006407619778854582,0.06489640670572017,0.003243712505605093,plain,False,flat,,
logistic_l1,10,C=10.0,0.9547371031746031,0.00583320819926618,0.9733551464831546,0.007227484580384138,0.9060267857142857,0.015393176638205367,0.9239583333333334,0.007030714142818283,0.8880952380952382,0.0318450835678395,0.9366711022902203,0.006693291283381014,0.0711549305010162,0.00438936091806025,plain,False,flat,,
logistic_l1,10,C=100.0,0.9505208333333333,0.006878436052027775,0.9710367312380613,0.00824565146916588,0.8858630952380953,0.01428278602043091,0.9145833333333334,0.009572256077840438,0.8571428571428571,0.02244783432338245,0.9251838947187879,0.008551352872451092,0.08018687361979178,0.004131123297438814,plain,False,flat,,
logistic_l2,0,C=0.01,0.9478670634920634,0.0061051995331248615,0.9666419514540092,0.010963516991685223,0.8800595238095237,0.007529232524210485,0.9791666666666666,0.0,0.780952380952381,0.015058465048420882,0.9437836658037663,0.0029975583388340945,0.18842680666254516,0.0006740958770819163,plain,False,flat,,
logistic_l2,0,C=0.1,0.9512152777777777,0.0038494428519227405,0.9675554419065728,0.0052354523042132655,0.8914434523809524,0.007251655015006187,0.9614583333333334,0.005031728036871313,0.8214285714285715,0.012548720873684076,0.942799289180725,0.00401231570867883,0.10243401010436785,0.0012026446072788935,plain,False,flat,,
logistic_l2,0,C=1.0,0.949875992063492,0.004381535763506695,0.9655510738331292,0.0056074363107193196,0.8936011904761905,0.008570016142445895,0.9395833333333334,0.006588078458684094,0.8476190476190476,0.012295185226055246,0.936652633851468,0.00540610777854404,0.07220973190025423,0.0013263202229647543,plain,False,flat,,
logistic_l2,0,C=10.0,0.9465029761904761,0.005850523362273712,0.961599841058994,0.007282358473645232,0.8975446428571429,0.0076768825559535665,0.9260416666666667,0.005912981377057785,0.869047619047619,0.01683587574253687,0.9338260773370308,0.003615027110540704,0.06947278127942999,0.002017060213214086,plain,False,flat,,
logistic_l2,0,C=100.0,0.9455605158730158,0.006580864389032939,0.9608597051542989,0.0079519227856234,0.9029761904761905,0.007350648235255058,0.925,0.004392052305789436,0.880952380952381,0.01587301587301589,0.9357270957647359,0.003203271151568616,0.06963024296723194,0.002252938747539648,plain,False,flat,,
logistic_l2,1,C=0.01,0.9433531746031747,0.003386927944198271,0.9621554977441745,0.0025881905454143176,0.908110119047619,0.009360751223594053,0.9614583333333334,0.00503172803687133,0.8547619047619047,0.017568209223157667,0.9495950428097674,0.004643670497156277,0.1702836137182036,0.0004994924541174526,plain,False,flat,,
logistic_l2,1,C=0.1,0.9446924603174602,0.0030644432858549313,0.9607155076639445,0.002826220923400973,0.9180803571428571,0.0025158640184357304,0.9552083333333334,0.005031728036871362,0.880952380952381,0.0,0.9517325129533678,0.0026331841021969174,0.09122606061227667,0.0009426369974279421,plain,False,flat,,
logistic_l2,1,C=1.0,0.9423859126984127,0.0039838105838954615,0.9533237810424058,0.004533452843899911,0.9118303571428571,0.002745032691118371,0.9427083333333334,0.005490065382236757,0.880952380952381,0.0,0.9451625218150086,0.002903123579088531,0.0714794172199283,0.0014244913960973428,plain,False,flat,,
logistic_l2,1,C=10.0,0.9405753968253968,0.00525367119265494,0.9523810122372467,0.006089997139617623,0.9066220238095237,0.005625642967367917,0.9322916666666666,0.01125128593473587,0.880952380952381,0.0,0.9396018642446722,0.00601262035889211,0.06978084117953784,0.0022945527439931024,plain,False,flat,,
logistic_l2,1,C=100.0,0.9403273809523809,0.005872852016399562,0.9536003342100855,0.006985701133208644,0.9057291666666666,0.00662764126221042,0.928125,0.01340295768445748,0.8833333333333334,0.0075292325242104375,0.9378529190225822,0.006880505354595157,0.0704690817402491,0.002794525520756354,plain,False,flat,,
logistic_l2,2,C=0.01,0.9510912698412698,0.003731794220992882,0.9675430634562542,0.0070063588281062865,0.9136904761904763,0.01071359675915435,0.9583333333333334,0.010980130764473559,0.869047619047619,0.01683587574253684,0.9508879374458136,0.007126078643872204,0.1489973878159676,0.002232859741709193,plain,False,flat,,
logistic_l2,2,C=0.1,0.9505456349206349,0.00507231369220752,0.967028602022646,0.007850050426225932,0.9149553571428571,0.00670147884222875,0.9489583333333333,0.013402957684457475,0.880952380952381,0.0,0.9484218292008488,0.007052351766951096,0.07913468424243639,0.0028689279035141986,plain,False,flat,,
logistic_l2,2,C=1.0,0.948015873015873,0.00843675327863117,0.9655315157052125,0.010733755829908032,0.9143601190476189,0.00559494345869518,0.940625,0.009882117688026172,0.8880952380952382,0.011501092655705944,0.9455312518741733,0.0046448270783179795,0.06647592351699942,0.004302687862625145,plain,False,flat,,
logistic_l2,2,C=10.0,0.9486111111111111,0.012388000455666983,0.9673699869243837,0.014115775006718881,0.9154761904761906,0.011447484213126297,0.9333333333333333,0.01489417402050501,0.8976190476190476,0.01607020375501319,0.9436114296756148,0.00895580994792613,0.0673113267476884,0.00609685829754925,plain,False,flat,,
logistic_l2,2,C=100.0,0.9493303571428571,0.013944899383739238,0.9692978364381167,0.014557336535757415,0.9125,0.010845981119169885,0.925,0.011825962754115564,0.9,0.018781205660633724,0.9396626550936482,0.00733410346999032,0.06930521419800366,0.006996739499413418,plain,False,flat,,
logistic_l2,3,C=0.01,0.9605654761904763,0.0030058959925096176,0.9770386763088645,0.0032956746911677348,0.9047619047619048,0.005319347864466064,0.95,0.008216777476527253,0.8595238095238095,0.0075292325242104375,0.9445747516843145,0.004434789731800454,0.14085841856675557,0.0019146542461708459,plain,False,flat,,
logistic_l2,3,C=0.1,0.9602430555555556,0.0023031226349159166,0.9775955669669539,0.0020577607859655392,0.9039434523809524,0.0069837500180102915,0.9364583333333334,0.0032940392293420617,0.8714285714285713,0.0122951852260553,0.9398887434554973,0.003627626715161148,0.07289505322407921,0.0014966297591297796,plain,False,flat,,
logistic_l2,3,C=1.0,0.9569940476190476,0.0042817370417677645,0.9759648655613749,0.0029744649369049156,0.912797619047619,0.005750546327852922,0.9375,0.0,0.8880952380952382,0.011501092655705931,0.9438963901901349,0.00239592891918257,0.06481008281967485,0.0021475423456208363,plain,False,flat,,
logistic_l2,3,C=10.0,0.9545138888888889,0.007450757153400871,0.9746450787510728,0.0060488391213403105,0.9162946428571429,0.011713335704396297,0.9302083333333334,0.009882117688026179,0.9023809523809524,0.02084750085168844,0.9429720026127253,0.007026020912387038,0.06679393081253185,0.0034030684621138693,plain,False,flat,,
logistic_l2,3,C=100.0,0.9535962301587302,0.007729231189644351,0.9738177426164805,0.006345233412436495,0.9162202380952381,0.015947247061436604,0.9229166666666666,0.00878410461157885,0.9095238095238095,0.02703077200940702,0.9405648769399511,0.008874156833536576,0.06953139748696423,0.0040153752523059095,plain,False,flat,,
logistic_l2,4,C=0.01,0.9643105158730159,0.002589229754373813,0.9803016402972615,0.0026341306814040397,0.923735119047619,0.005625642967367939,0.9427083333333334,0.011251285934735877,0.9047619047619048,0.0,0.9501006715016349,0.005989265148669089,0.1353006413982701,0.001779913528324446,plain,False,flat,,
logistic_l2,4,C=0.1,0.9625248015873016,0.002166730915654342,0.9794920573462917,0.001652071016351373,0.9203869047619048,0.005784674498854461,0.93125,0.008784104611578834,0.9095238095238095,0.010038976698947245,0.9450167624596186,0.00466191194249643,0.0718693269840964,0.0016452558998401013,plain,False,flat,,
logistic_l2,4,C=1.0,0.9574652777777777,0.004970296949842864,0.9764446191105047,0.0038892079202226698,0.9217261904761905,0.010614383970695094,0.9291666666666666,0.009572256077840421,0.9142857142857143,0.02007795339789451,0.9449092360276119,0.006267772142723567,0.06561240610566894,0.002949658731070672,plain,False,flat,,
